filename,label
C267_S1_I12.tiff,brown
C267_S1_I13.tiff,brown
C267_S1_I14.tiff,brown
C267_S1_I15.tiff,brown
C267_S1_I2.tiff,brown
C267_S1_I3.tiff,brown
C267_S1_I4.tiff,brown
C267_S1_I5.tiff,brown
C267_S1_I6.tiff,brown
C267_S1_I7.tiff,brown
C267_S1_I8.tiff,brown
C267_S1_I9.tiff,brown
C267_S2_I1.tiff,brown
C267_S2_I10.tiff,brown
C267_S2_I11.tiff,brown
C267_S2_I12.tiff,brown
C267_S2_I13.tiff,brown
C267_S2_I14.tiff,brown
C267_S2_I15.tiff,brown
C267_S2_I2.tiff,brown
C267_S2_I3.tiff,brown
C267_S2_I4.tiff,brown
C267_S2_I5.tiff,brown
C267_S2_I6.tiff,brown
C267_S2_I7.tiff,brown
C267_S2_I8.tiff,brown
C267_S2_I9.tiff,brown
C268_S1_I1.tiff,brown
C268_S1_I10.tiff,brown
C268_S1_I11.tiff,brown
C268_S1_I12.tiff,brown
C268_S1_I13.tiff,brown
C268_S1_I14.tiff,brown
C268_S1_I15.tiff,brown
C268_S1_I2.tiff,brown
C268_S1_I3.tiff,brown
C268_S1_I4.tiff,brown
C268_S1_I5.tiff,brown
C268_S1_I6.tiff,brown
C268_S1_I7.tiff,brown
C268_S1_I8.tiff,brown
C268_S1_I9.tiff,brown
C268_S2_I1.tiff,brown
C268_S2_I10.tiff,brown
C268_S2_I11.tiff,brown
C268_S2_I12.tiff,brown
C268_S2_I13.tiff,brown
C268_S2_I14.tiff,brown
C268_S2_I15.tiff,brown
C268_S2_I2.tiff,brown
C268_S2_I3.tiff,brown
C268_S2_I4.tiff,brown
C268_S2_I5.tiff,brown
C268_S2_I6.tiff,brown
C268_S2_I7.tiff,brown
C268_S2_I8.tiff,brown
C268_S2_I9.tiff,brown
C269_S1_I1.tiff,hazel
C269_S1_I10.tiff,hazel
C269_S1_I11.tiff,hazel
C269_S1_I12.tiff,hazel
C269_S1_I13.tiff,hazel
C269_S1_I14.tiff,hazel
C269_S1_I15.tiff,hazel
C269_S1_I2.tiff,hazel
C269_S1_I3.tiff,hazel
C269_S1_I4.tiff,hazel
C269_S1_I5.tiff,hazel
C269_S1_I6.tiff,hazel
C269_S1_I7.tiff,hazel
C269_S1_I8.tiff,hazel
C269_S1_I9.tiff,hazel
C270_S1_I1.tiff,hazel
C270_S1_I10.tiff,hazel
C270_S1_I11.tiff,hazel
C270_S1_I12.tiff,hazel
C270_S1_I13.tiff,hazel
C270_S1_I14.tiff,hazel
C270_S1_I15.tiff,hazel
C270_S1_I2.tiff,hazel
C270_S1_I3.tiff,hazel
C270_S1_I4.tiff,hazel
C270_S1_I5.tiff,hazel
C270_S1_I6.tiff,hazel
C270_S1_I7.tiff,hazel
C270_S1_I8.tiff,hazel
C270_S1_I9.tiff,hazel
C271_S1_I1.tiff,brown
C271_S1_I10.tiff,brown
C271_S1_I11.tiff,brown
C271_S1_I12.tiff,brown
C271_S1_I13.tiff,brown
C271_S1_I14.tiff,brown
C271_S1_I15.tiff,brown
C271_S1_I2.tiff,brown
C271_S1_I3.tiff,brown
C271_S1_I4.tiff,brown
C271_S1_I5.tiff,brown
C271_S1_I6.tiff,brown
C271_S1_I7.tiff,brown
C271_S1_I8.tiff,brown
C271_S1_I9.tiff,brown
C272_S1_I1.tiff,brown
C272_S1_I10.tiff,brown
C272_S1_I11.tiff,brown
C272_S1_I12.tiff,brown
C272_S1_I13.tiff,brown
C272_S1_I14.tiff,brown
C272_S1_I15.tiff,brown
C272_S1_I2.tiff,brown
C272_S1_I3.tiff,brown
C272_S1_I4.tiff,brown
C272_S1_I5.tiff,brown
C272_S1_I6.tiff,brown
C272_S1_I7.tiff,brown
C272_S1_I8.tiff,brown
C272_S1_I9.tiff,brown
C273_S1_I1.tiff,brown
C273_S1_I10.tiff,brown
C273_S1_I11.tiff,brown
C273_S1_I12.tiff,brown
C273_S1_I13.tiff,brown
C273_S1_I14.tiff,brown
C273_S1_I15.tiff,brown
C273_S1_I2.tiff,brown
C273_S1_I3.tiff,brown
C273_S1_I4.tiff,brown
C273_S1_I5.tiff,brown
C273_S1_I6.tiff,brown
C273_S1_I7.tiff,brown
C273_S1_I8.tiff,brown
C273_S1_I9.tiff,brown
C274_S1_I1.tiff,brown
C274_S1_I10.tiff,brown
C274_S1_I11.tiff,brown
C274_S1_I12.tiff,brown
C274_S1_I13.tiff,brown
C274_S1_I14.tiff,brown
C274_S1_I15.tiff,brown
C274_S1_I2.tiff,brown
C274_S1_I3.tiff,brown
C274_S1_I4.tiff,brown
C274_S1_I5.tiff,brown
C274_S1_I6.tiff,brown
C274_S1_I7.tiff,brown
C274_S1_I8.tiff,brown
C274_S1_I9.tiff,brown
C275_S1_I1.tiff,brown
C275_S1_I10.tiff,brown
C275_S1_I11.tiff,brown
C275_S1_I12.tiff,brown
C275_S1_I13.tiff,brown
C275_S1_I14.tiff,brown
C275_S1_I15.tiff,brown
C275_S1_I2.tiff,brown
C275_S1_I3.tiff,brown
C275_S1_I4.tiff,brown
C275_S1_I5.tiff,brown
C275_S1_I6.tiff,brown
C275_S1_I7.tiff,brown
C275_S1_I8.tiff,brown
C275_S1_I9.tiff,brown
C276_S1_I1.tiff,brown
C276_S1_I10.tiff,brown
C276_S1_I11.tiff,brown
C276_S1_I12.tiff,brown
C276_S1_I13.tiff,brown
C276_S1_I14.tiff,brown
C276_S1_I15.tiff,brown
C276_S1_I2.tiff,brown
C276_S1_I3.tiff,brown
C276_S1_I4.tiff,brown
C276_S1_I5.tiff,brown
C276_S1_I6.tiff,brown
C276_S1_I7.tiff,brown
C276_S1_I8.tiff,brown
C276_S1_I9.tiff,brown
C277_S1_I1.tiff,brown
C277_S1_I10.tiff,brown
C277_S1_I11.tiff,brown
C277_S1_I12.tiff,brown
C277_S1_I13.tiff,brown
C277_S1_I14.tiff,brown
C277_S1_I15.tiff,brown
C277_S1_I2.tiff,brown
C277_S1_I3.tiff,brown
C277_S1_I4.tiff,brown
C277_S1_I5.tiff,brown
C277_S1_I6.tiff,brown
C277_S1_I7.tiff,brown
C277_S1_I8.tiff,brown
C277_S1_I9.tiff,brown
C278_S1_I1.tiff,brown
C278_S1_I10.tiff,brown
C278_S1_I11.tiff,brown
C278_S1_I12.tiff,brown
C278_S1_I13.tiff,brown
C278_S1_I14.tiff,brown
C278_S1_I15.tiff,brown
C278_S1_I2.tiff,brown
C278_S1_I3.tiff,brown
C278_S1_I4.tiff,brown
C278_S1_I5.tiff,brown
C278_S1_I6.tiff,brown
C278_S1_I7.tiff,brown
C278_S1_I8.tiff,brown
C278_S1_I9.tiff,brown
C279_S1_I1.tiff,brown
C279_S1_I10.tiff,brown
C279_S1_I11.tiff,brown
C279_S1_I12.tiff,brown
C279_S1_I13.tiff,brown
C279_S1_I14.tiff,brown
C279_S1_I15.tiff,brown
C279_S1_I2.tiff,brown
C279_S1_I3.tiff,brown
C279_S1_I4.tiff,brown
C279_S1_I5.tiff,brown
C279_S1_I6.tiff,brown
C279_S1_I7.tiff,brown
C279_S1_I8.tiff,brown
C279_S1_I9.tiff,brown
C280_S1_I1.tiff,brown
C280_S1_I10.tiff,brown
C280_S1_I11.tiff,brown
C280_S1_I12.tiff,brown
C280_S1_I13.tiff,brown
C280_S1_I14.tiff,brown
C280_S1_I15.tiff,brown
C280_S1_I2.tiff,brown
C280_S1_I3.tiff,brown
C280_S1_I4.tiff,brown
C280_S1_I5.tiff,brown
C280_S1_I6.tiff,brown
C280_S1_I7.tiff,brown
C280_S1_I8.tiff,brown
C280_S1_I9.tiff,brown
C281_S1_I1.tiff,brown
C281_S1_I10.tiff,brown
C281_S1_I11.tiff,brown
C281_S1_I12.tiff,brown
C281_S1_I13.tiff,brown
C281_S1_I14.tiff,brown
C281_S1_I15.tiff,brown
C281_S1_I2.tiff,brown
C281_S1_I3.tiff,brown
C281_S1_I4.tiff,brown
C281_S1_I5.tiff,brown
C281_S1_I6.tiff,brown
C281_S1_I7.tiff,brown
C281_S1_I8.tiff,brown
C281_S1_I9.tiff,brown
C282_S1_I1.tiff,brown
C282_S1_I10.tiff,brown
C282_S1_I11.tiff,brown
C282_S1_I12.tiff,brown
C282_S1_I13.tiff,brown
C282_S1_I14.tiff,brown
C282_S1_I15.tiff,brown
C282_S1_I2.tiff,brown
C282_S1_I3.tiff,brown
C282_S1_I4.tiff,brown
C282_S1_I5.tiff,brown
C282_S1_I6.tiff,brown
C282_S1_I7.tiff,brown
C282_S1_I8.tiff,brown
C282_S1_I9.tiff,brown
C283_S1_I1.tiff,brown
C283_S1_I10.tiff,brown
C283_S1_I11.tiff,brown
C283_S1_I12.tiff,brown
C283_S1_I13.tiff,brown
C283_S1_I14.tiff,brown
C283_S1_I15.tiff,brown
C283_S1_I2.tiff,brown
C283_S1_I3.tiff,brown
C283_S1_I4.tiff,brown
C283_S1_I5.tiff,brown
C283_S1_I6.tiff,brown
C283_S1_I7.tiff,brown
C283_S1_I8.tiff,brown
C283_S1_I9.tiff,brown
C284_S1_I1.tiff,brown
C284_S1_I10.tiff,brown
C284_S1_I11.tiff,brown
C284_S1_I12.tiff,brown
C284_S1_I13.tiff,brown
C284_S1_I14.tiff,brown
C284_S1_I15.tiff,brown
C284_S1_I2.tiff,brown
C284_S1_I3.tiff,brown
C284_S1_I4.tiff,brown
C284_S1_I5.tiff,brown
C284_S1_I6.tiff,brown
C284_S1_I7.tiff,brown
C284_S1_I8.tiff,brown
C284_S1_I9.tiff,brown
C285_S1_I1.tiff,brown
C285_S1_I10.tiff,brown
C285_S1_I11.tiff,brown
C285_S1_I12.tiff,brown
C285_S1_I13.tiff,brown
C285_S1_I14.tiff,brown
C285_S1_I15.tiff,brown
C285_S1_I2.tiff,brown
C285_S1_I3.tiff,brown
C285_S1_I4.tiff,brown
C285_S1_I5.tiff,brown
C285_S1_I6.tiff,brown
C285_S1_I7.tiff,brown
C285_S1_I8.tiff,brown
C285_S1_I9.tiff,brown
C286_S1_I1.tiff,brown
C286_S1_I10.tiff,brown
C286_S1_I11.tiff,brown
C286_S1_I12.tiff,brown
C286_S1_I13.tiff,brown
C286_S1_I14.tiff,brown
C286_S1_I15.tiff,brown
C286_S1_I2.tiff,brown
C286_S1_I3.tiff,brown
C286_S1_I4.tiff,brown
C286_S1_I5.tiff,brown
C286_S1_I6.tiff,brown
C286_S1_I7.tiff,brown
C286_S1_I8.tiff,brown
C286_S1_I9.tiff,brown
C287_S1_I1.tiff,blue
C287_S1_I10.tiff,blue
C287_S1_I11.tiff,blue
C287_S1_I12.tiff,blue
C287_S1_I13.tiff,blue
C287_S1_I14.tiff,blue
C287_S1_I15.tiff,blue
C287_S1_I2.tiff,blue
C287_S1_I3.tiff,blue
C287_S1_I4.tiff,blue
C287_S1_I5.tiff,blue
C287_S1_I6.tiff,blue
C287_S1_I7.tiff,blue
C287_S1_I8.tiff,blue
C287_S1_I9.tiff,blue
C288_S1_I1.tiff,blue
C288_S1_I10.tiff,blue
C288_S1_I11.tiff,blue
C288_S1_I12.tiff,blue
C288_S1_I13.tiff,blue
C288_S1_I14.tiff,blue
C288_S1_I15.tiff,blue
C288_S1_I2.tiff,blue
C288_S1_I3.tiff,blue
C288_S1_I4.tiff,blue
C288_S1_I5.tiff,blue
C288_S1_I6.tiff,blue
C288_S1_I7.tiff,blue
C288_S1_I8.tiff,blue
C288_S1_I9.tiff,blue
C289_S1_I1.tiff,hazel
C289_S1_I10.tiff,hazel
C289_S1_I11.tiff,hazel
C289_S1_I12.tiff,hazel
C289_S1_I13.tiff,hazel
C289_S1_I14.tiff,hazel
C289_S1_I15.tiff,hazel
C289_S1_I2.tiff,hazel
C289_S1_I3.tiff,hazel
C289_S1_I4.tiff,hazel
C289_S1_I5.tiff,hazel
C289_S1_I6.tiff,hazel
C289_S1_I7.tiff,hazel
C289_S1_I8.tiff,hazel
C289_S1_I9.tiff,hazel
C290_S1_I1.tiff,hazel
C290_S1_I10.tiff,hazel
C290_S1_I11.tiff,hazel
C290_S1_I12.tiff,hazel
C290_S1_I13.tiff,hazel
C290_S1_I14.tiff,hazel
C290_S1_I15.tiff,hazel
C290_S1_I2.tiff,hazel
C290_S1_I3.tiff,hazel
C290_S1_I4.tiff,hazel
C290_S1_I5.tiff,hazel
C290_S1_I6.tiff,hazel
C290_S1_I7.tiff,hazel
C290_S1_I8.tiff,hazel
C290_S1_I9.tiff,hazel
C291_S1_I1.tiff,gray
C291_S1_I10.tiff,gray
C291_S1_I11.tiff,gray
C291_S1_I12.tiff,gray
C291_S1_I13.tiff,gray
C291_S1_I14.tiff,gray
C291_S1_I15.tiff,gray
C291_S1_I2.tiff,gray
C291_S1_I3.tiff,gray
C291_S1_I4.tiff,gray
C291_S1_I5.tiff,gray
C291_S1_I6.tiff,gray
C291_S1_I7.tiff,gray
C291_S1_I8.tiff,gray
C291_S1_I9.tiff,gray
C292_S1_I1.tiff,gray
C292_S1_I10.tiff,gray
C292_S1_I11.tiff,gray
C292_S1_I12.tiff,gray
C292_S1_I13.tiff,gray
C292_S1_I14.tiff,gray
C292_S1_I15.tiff,gray
C292_S1_I2.tiff,gray
C292_S1_I3.tiff,gray
C292_S1_I4.tiff,gray
C292_S1_I5.tiff,gray
C292_S1_I6.tiff,gray
C292_S1_I7.tiff,gray
C292_S1_I8.tiff,gray
C292_S1_I9.tiff,gray
C293_S1_I1.tiff,brown
C293_S1_I10.tiff,brown
C293_S1_I11.tiff,brown
C293_S1_I12.tiff,brown
C293_S1_I13.tiff,brown
C293_S1_I14.tiff,brown
C293_S1_I15.tiff,brown
C293_S1_I2.tiff,brown
C293_S1_I3.tiff,brown
C293_S1_I4.tiff,brown
C293_S1_I5.tiff,brown
C293_S1_I6.tiff,brown
C293_S1_I7.tiff,brown
C293_S1_I8.tiff,brown
C293_S1_I9.tiff,brown
C294_S1_I1.tiff,brown
C294_S1_I10.tiff,brown
C294_S1_I11.tiff,brown
C294_S1_I12.tiff,brown
C294_S1_I13.tiff,brown
C294_S1_I14.tiff,brown
C294_S1_I15.tiff,brown
C294_S1_I2.tiff,brown
C294_S1_I3.tiff,brown
C294_S1_I4.tiff,brown
C294_S1_I5.tiff,brown
C294_S1_I6.tiff,brown
C294_S1_I7.tiff,brown
C294_S1_I8.tiff,brown
C294_S1_I9.tiff,brown
C295_S1_I1.tiff,brown
C295_S1_I10.tiff,brown
C295_S1_I11.tiff,brown
C295_S1_I12.tiff,brown
C295_S1_I13.tiff,brown
C295_S1_I14.tiff,brown
C295_S1_I15.tiff,brown
C295_S1_I2.tiff,brown
C295_S1_I3.tiff,brown
C295_S1_I4.tiff,brown
C295_S1_I5.tiff,brown
C295_S1_I6.tiff,brown
C295_S1_I7.tiff,brown
C295_S1_I8.tiff,brown
C295_S1_I9.tiff,brown
C296_S1_I1.tiff,brown
C296_S1_I10.tiff,brown
C296_S1_I11.tiff,brown
C296_S1_I12.tiff,brown
C296_S1_I13.tiff,brown
C296_S1_I14.tiff,brown
C296_S1_I15.tiff,brown
C296_S1_I2.tiff,brown
C296_S1_I3.tiff,brown
C296_S1_I4.tiff,brown
C296_S1_I5.tiff,brown
C296_S1_I6.tiff,brown
C296_S1_I7.tiff,brown
C296_S1_I8.tiff,brown
C296_S1_I9.tiff,brown
C297_S1_I1.tiff,brown
C297_S1_I10.tiff,brown
C297_S1_I11.tiff,brown
C297_S1_I12.tiff,brown
C297_S1_I13.tiff,brown
C297_S1_I14.tiff,brown
C297_S1_I15.tiff,brown
C297_S1_I2.tiff,brown
C297_S1_I3.tiff,brown
C297_S1_I4.tiff,brown
C297_S1_I5.tiff,brown
C297_S1_I6.tiff,brown
C297_S1_I7.tiff,brown
C297_S1_I8.tiff,brown
C297_S1_I9.tiff,brown
C297_S2_I1.tiff,brown
C297_S2_I10.tiff,brown
C297_S2_I11.tiff,brown
C297_S2_I12.tiff,brown
C297_S2_I13.tiff,brown
C297_S2_I14.tiff,brown
C297_S2_I15.tiff,brown
C297_S2_I2.tiff,brown
C297_S2_I3.tiff,brown
C297_S2_I4.tiff,brown
C297_S2_I5.tiff,brown
C297_S2_I6.tiff,brown
C297_S2_I7.tiff,brown
C297_S2_I8.tiff,brown
C297_S2_I9.tiff,brown
C298_S1_I1.tiff,brown
C298_S1_I10.tiff,brown
C298_S1_I11.tiff,brown
C298_S1_I12.tiff,brown
C298_S1_I13.tiff,brown
C298_S1_I14.tiff,brown
C298_S1_I15.tiff,brown
C298_S1_I2.tiff,brown
C298_S1_I3.tiff,brown
C298_S1_I4.tiff,brown
C298_S1_I5.tiff,brown
C298_S1_I6.tiff,brown
C298_S1_I7.tiff,brown
C298_S1_I8.tiff,brown
C298_S1_I9.tiff,brown
C298_S2_I1.tiff,brown
C298_S2_I10.tiff,brown
C298_S2_I11.tiff,brown
C298_S2_I12.tiff,brown
C298_S2_I13.tiff,brown
C298_S2_I14.tiff,brown
C298_S2_I15.tiff,brown
C298_S2_I2.tiff,brown
C298_S2_I3.tiff,brown
C298_S2_I4.tiff,brown
C298_S2_I5.tiff,brown
C298_S2_I6.tiff,brown
C298_S2_I7.tiff,brown
C298_S2_I8.tiff,brown
C298_S2_I9.tiff,brown
C299_S1_I1.tiff,brown
C299_S1_I10.tiff,brown
C299_S1_I11.tiff,brown
C299_S1_I12.tiff,brown
C299_S1_I13.tiff,brown
C299_S1_I14.tiff,brown
C299_S1_I15.tiff,brown
C299_S1_I2.tiff,brown
C299_S1_I3.tiff,brown
C299_S1_I4.tiff,brown
C299_S1_I5.tiff,brown
C299_S1_I6.tiff,brown
C299_S1_I7.tiff,brown
C299_S1_I8.tiff,brown
C299_S1_I9.tiff,brown
C300_S1_I1.tiff,brown
C300_S1_I10.tiff,brown
C300_S1_I11.tiff,brown
C300_S1_I12.tiff,brown
C300_S1_I13.tiff,brown
C300_S1_I14.tiff,brown
C300_S1_I15.tiff,brown
C300_S1_I2.tiff,brown
C300_S1_I3.tiff,brown
C300_S1_I4.tiff,brown
C300_S1_I5.tiff,brown
C300_S1_I6.tiff,brown
C300_S1_I7.tiff,brown
C300_S1_I8.tiff,brown
C300_S1_I9.tiff,brown
C301_S1_I1.tiff,brown
C301_S1_I10.tiff,brown
C301_S1_I11.tiff,brown
C301_S1_I12.tiff,brown
C301_S1_I13.tiff,brown
C301_S1_I14.tiff,brown
C301_S1_I15.tiff,brown
C301_S1_I2.tiff,brown
C301_S1_I3.tiff,brown
C301_S1_I4.tiff,brown
C301_S1_I5.tiff,brown
C301_S1_I6.tiff,brown
C301_S1_I7.tiff,brown
C301_S1_I8.tiff,brown
C301_S1_I9.tiff,brown
C302_S1_I1.tiff,brown
C302_S1_I10.tiff,brown
C302_S1_I11.tiff,brown
C302_S1_I12.tiff,brown
C302_S1_I13.tiff,brown
C302_S1_I14.tiff,brown
C302_S1_I15.tiff,brown
C302_S1_I2.tiff,brown
C302_S1_I3.tiff,brown
C302_S1_I4.tiff,brown
C302_S1_I5.tiff,brown
C302_S1_I6.tiff,brown
C302_S1_I7.tiff,brown
C302_S1_I8.tiff,brown
C302_S1_I9.tiff,brown
C303_S1_I1.tiff,brown
C303_S1_I10.tiff,brown
C303_S1_I11.tiff,brown
C303_S1_I12.tiff,brown
C303_S1_I13.tiff,brown
C303_S1_I14.tiff,brown
C303_S1_I15.tiff,brown
C303_S1_I2.tiff,brown
C303_S1_I3.tiff,brown
C303_S1_I4.tiff,brown
C303_S1_I5.tiff,brown
C303_S1_I6.tiff,brown
C303_S1_I7.tiff,brown
C303_S1_I8.tiff,brown
C303_S1_I9.tiff,brown
C303_S2_I1.tiff,brown
C303_S2_I10.tiff,brown
C303_S2_I11.tiff,brown
C303_S2_I12.tiff,brown
C303_S2_I13.tiff,brown
C303_S2_I14.tiff,brown
C303_S2_I15.tiff,brown
C303_S2_I2.tiff,brown
C303_S2_I3.tiff,brown
C303_S2_I4.tiff,brown
C303_S2_I5.tiff,brown
C303_S2_I6.tiff,brown
C303_S2_I7.tiff,brown
C303_S2_I8.tiff,brown
C303_S2_I9.tiff,brown
C304_S1_I1.tiff,brown
C304_S1_I10.tiff,brown
C304_S1_I11.tiff,brown
C304_S1_I12.tiff,brown
C304_S1_I13.tiff,brown
C304_S1_I14.tiff,brown
C304_S1_I15.tiff,brown
C304_S1_I2.tiff,brown
C304_S1_I3.tiff,brown
C304_S1_I4.tiff,brown
C304_S1_I5.tiff,brown
C304_S1_I6.tiff,brown
C304_S1_I7.tiff,brown
C304_S1_I8.tiff,brown
C304_S1_I9.tiff,brown
C304_S2_I1.tiff,brown
C304_S2_I10.tiff,brown
C304_S2_I11.tiff,brown
C304_S2_I12.tiff,brown
C304_S2_I13.tiff,brown
C304_S2_I14.tiff,brown
C304_S2_I15.tiff,brown
C304_S2_I2.tiff,brown
C304_S2_I3.tiff,brown
C304_S2_I4.tiff,brown
C304_S2_I5.tiff,brown
C304_S2_I6.tiff,brown
C304_S2_I7.tiff,brown
C304_S2_I8.tiff,brown
C304_S2_I9.tiff,brown
C305_S1_I1.tiff,brown
C305_S1_I10.tiff,brown
C305_S1_I11.tiff,brown
C305_S1_I12.tiff,brown
C305_S1_I13.tiff,brown
C305_S1_I14.tiff,brown
C305_S1_I15.tiff,brown
C305_S1_I2.tiff,brown
C305_S1_I3.tiff,brown
C305_S1_I4.tiff,brown
C305_S1_I5.tiff,brown
C305_S1_I6.tiff,brown
C305_S1_I7.tiff,brown
C305_S1_I8.tiff,brown
C305_S1_I9.tiff,brown
C306_S1_I1.tiff,brown
C306_S1_I10.tiff,brown
C306_S1_I11.tiff,brown
C306_S1_I12.tiff,brown
C306_S1_I13.tiff,brown
C306_S1_I14.tiff,brown
C306_S1_I15.tiff,brown
C306_S1_I2.tiff,brown
C306_S1_I3.tiff,brown
C306_S1_I4.tiff,brown
C306_S1_I5.tiff,brown
C306_S1_I6.tiff,brown
C306_S1_I7.tiff,brown
C306_S1_I8.tiff,brown
C306_S1_I9.tiff,brown
C307_S1_I1.tiff,brown
C307_S1_I10.tiff,brown
C307_S1_I11.tiff,brown
C307_S1_I12.tiff,brown
C307_S1_I13.tiff,brown
C307_S1_I14.tiff,brown
C307_S1_I15.tiff,brown
C307_S1_I2.tiff,brown
C307_S1_I3.tiff,brown
C307_S1_I4.tiff,brown
C307_S1_I5.tiff,brown
C307_S1_I6.tiff,brown
C307_S1_I7.tiff,brown
C307_S1_I8.tiff,brown
C307_S1_I9.tiff,brown
C307_S2_I1.tiff,brown
C307_S2_I10.tiff,brown
C307_S2_I11.tiff,brown
C307_S2_I12.tiff,brown
C307_S2_I13.tiff,brown
C307_S2_I14.tiff,brown
C307_S2_I15.tiff,brown
C307_S2_I2.tiff,brown
C307_S2_I3.tiff,brown
C307_S2_I4.tiff,brown
C307_S2_I5.tiff,brown
C307_S2_I6.tiff,brown
C307_S2_I7.tiff,brown
C307_S2_I8.tiff,brown
C307_S2_I9.tiff,brown
C308_S1_I1.tiff,brown
C308_S1_I10.tiff,brown
C308_S1_I11.tiff,brown
C308_S1_I12.tiff,brown
C308_S1_I13.tiff,brown
C308_S1_I14.tiff,brown
C308_S1_I15.tiff,brown
C308_S1_I2.tiff,brown
C308_S1_I3.tiff,brown
C308_S1_I4.tiff,brown
C308_S1_I5.tiff,brown
C308_S1_I6.tiff,brown
C308_S1_I7.tiff,brown
C308_S1_I8.tiff,brown
C308_S1_I9.tiff,brown
C308_S2_I1.tiff,brown
C308_S2_I10.tiff,brown
C308_S2_I11.tiff,brown
C308_S2_I12.tiff,brown
C308_S2_I13.tiff,brown
C308_S2_I14.tiff,brown
C308_S2_I15.tiff,brown
C308_S2_I2.tiff,brown
C308_S2_I3.tiff,brown
C308_S2_I4.tiff,brown
C308_S2_I5.tiff,brown
C308_S2_I6.tiff,brown
C308_S2_I7.tiff,brown
C308_S2_I8.tiff,brown
C308_S2_I9.tiff,brown
